scheme_id,scheme_name,short_title,level,scheme_for,ministry,state,category,tags,description,close_date,priority,search_text
dbsheo,Dayanand Bandodkar Scheme For Higher Education For Orphans,Dbsheo,State,Individual,Not specified (state scheme),Goa,Education & Learning,Scholarship;Fee Waiver;Orphan;Higher Education,"""Dayanand Bandodkar Scheme for Higher Education for Orphans"" supports the educational needs of orphan children who are deprived of higher education for want of financial resources. The Scheme envisages taking care of such children from their Undergraduate Course to the Post Graduate Course.",,1.0,"Dayanand Bandodkar Scheme For Higher Education For Orphans. ""Dayanand Bandodkar Scheme for Higher Education for Orphans"" supports the educational needs of orphan children who are deprived of higher education for want of financial resources. The Scheme envisages taking care of such children from their Undergraduate Course to the Post Graduate Course. Category: Education & Learning. Tags: Scholarship, Fee Waiver, Orphan, Higher Education."
stptc,Short Term Professional Training Courses,Stptc,State,Individual,Not specified (state scheme),Goa,Skills & Employment;Social welfare & Empowerment,Training;Financial Assistance;Scheduled Tribe,"The ""Short Term Professional Training Courses"" is provided to train the youth of the Scheduled Tribe Community in order to start their own business, and to acquire skills by joining the various training courses for the purpose of self-employment or for their livelihood.",,1.0,"Short Term Professional Training Courses. The ""Short Term Professional Training Courses"" is provided to train the youth of the Scheduled Tribe Community in order to start their own business, and to acquire skills by joining the various training courses for the purpose of self-employment or for their livelihood. Category: Skills & Employment, Social welfare & Empowerment. Tags: Training, Financial Assistance, Scheduled Tribe."
needs,New Entrepreneur-cum-enterprise Development Scheme,Needs,State,Individual,Not specified (state scheme),Tamil Nadu,Business & Entrepreneurship,Entrepreneur;NEEDS;Loan;Subsidy;MSME,"The scheme “New Entrepreneur-Cum-Enterprise Development Scheme (NEEDS)” was launched by the Department of Micro, Small and Medium Enterprises, Government of Tamil Nadu. The scheme was devised and formulated as a special scheme to assist educated youth to become first-generation entrepreneurs.",,1.0,"New Entrepreneur-cum-enterprise Development Scheme. The scheme “New Entrepreneur-Cum-Enterprise Development Scheme (NEEDS)” was launched by the Department of Micro, Small and Medium Enterprises, Government of Tamil Nadu. The scheme was devised and formulated as a special scheme to assist educated youth to become first-generation entrepreneurs. Category: Business & Entrepreneurship. Tags: Entrepreneur, NEEDS, Loan, Subsidy, MSME."
dcps,Dependent Children Pension Scheme - Punjab,Dcps,State,Individual,Not specified (state scheme),Punjab,Social welfare & Empowerment,Financial Assistance;Social Welfare;Children,Punjab State Government started a pension for Dependent Children of the state.,,1.0,"Dependent Children Pension Scheme - Punjab. Punjab State Government started a pension for Dependent Children of the state. Category: Social welfare & Empowerment. Tags: Financial Assistance, Social Welfare, Children."
gras,Gopal Ratna Award Scheme,GRAS,State,Individual,Not specified (state scheme),Goa,"Agriculture,Rural & Environment",Milk;Animal;Husbandry;Award;Farming;Dairy,"""Gopal Ratna Award Scheme"" intends to appreciate the achievement of Dairy Farmers for the highest individual milk production by undertaking scientific Dairy Farming in the State of Goa and encouraging youth to take up the Dairy Business.",,1.0,"Gopal Ratna Award Scheme. ""Gopal Ratna Award Scheme"" intends to appreciate the achievement of Dairy Farmers for the highest individual milk production by undertaking scientific Dairy Farming in the State of Goa and encouraging youth to take up the Dairy Business. Category: Agriculture,Rural & Environment. Tags: Milk, Animal, Husbandry, Award, Farming, Dairy."
cm-cab,Chief Minister Career Advancement in Biotechnology,CM-CAB,State,Individual,Not specified (state scheme),Kerala,Education & Learning,Biotechnology;Young Faculty;Scientist;Research;Fellowship;National Collaboration;International Collaboration;CM-CAB,The programme “Chief Minister’s Career Advancement in Biotechnology (CM-CAB)” aims at providing opportunities to Young Faculty and Scientists in Biotechnology to have national and/or international collaborative research training and exposure to advanced techniques and technologies in biotechnology.,,1.0,"Chief Minister Career Advancement in Biotechnology. The programme “Chief Minister’s Career Advancement in Biotechnology (CM-CAB)” aims at providing opportunities to Young Faculty and Scientists in Biotechnology to have national and/or international collaborative research training and exposure to advanced techniques and technologies in biotechnology. Category: Education & Learning. Tags: Biotechnology, Young Faculty, Scientist, Research, Fellowship, National Collaboration, International Collaboration, CM-CAB."
fasts-gbsy,"Financial Assistance to ST Students under ""Gagan Bharari Shiksha Yojana""",FASTS-GBSY,State,Individual,Not specified (state scheme),Goa,Education & Learning;Social welfare & Empowerment,Financial Asisstance;Scheduled Tribe;Student;Education;School,"Under the scheme ""Gagan Bharari Shiksha Yojana"", financial assistance of upto ₹ 15,000/- is provided to the Scheduled Tribe Students as the maintenance allowance given under the Post Matric Scholarship is inadequate to meet the expenses on food & travel.",,1.0,"Financial Assistance to ST Students under ""Gagan Bharari Shiksha Yojana"". Under the scheme ""Gagan Bharari Shiksha Yojana"", financial assistance of upto ₹ 15,000/- is provided to the Scheduled Tribe Students as the maintenance allowance given under the Post Matric Scholarship is inadequate to meet the expenses on food & travel. Category: Education & Learning, Social welfare & Empowerment. Tags: Financial Asisstance, Scheduled Tribe, Student, Education, School."
bpsy,Minimata Mahtari Jatan Yojana,BPSY,State,Individual,Not specified (state scheme),Chhattisgarh,Health & Wellness;Women and Child,Financial Assistance;Pregnancy Care;Women Wellness;Child Care;Construction Workers,"The Labor Department of Chhattisgarh started this scheme on March 4, 2010, under the ""Building and Construction Workers Welfare Board"" for female construction workers. Under the scheme registered female construction workers will receive benefits during pregnancy.",,1.0,"Minimata Mahtari Jatan Yojana. The Labor Department of Chhattisgarh started this scheme on March 4, 2010, under the ""Building and Construction Workers Welfare Board"" for female construction workers. Under the scheme registered female construction workers will receive benefits during pregnancy. Category: Health & Wellness, Women and Child. Tags: Financial Assistance, Pregnancy Care, Women Wellness, Child Care, Construction Workers."
s-kerala,Snehasparsham,S-kerala,State,Individual,Not specified (state scheme),Kerala,Social welfare & Empowerment;Women and Child,Unwed Mother;Unmarried Mother;Financial Assistance,The Government of Kerala has launched the “Snehasparsham” scheme to protect and help unwed mothers. The problems of unwed mothers are linked with various socio-economic and cultural variables.,,1.0,"Snehasparsham. The Government of Kerala has launched the “Snehasparsham” scheme to protect and help unwed mothers. The problems of unwed mothers are linked with various socio-economic and cultural variables. Category: Social welfare & Empowerment, Women and Child. Tags: Unwed Mother, Unmarried Mother, Financial Assistance."
cmlby,Chief Minister Ladli Behna Yojana,CMLBY,State,Individual,Not specified (state scheme),Madhya Pradesh,Social welfare & Empowerment;Women and Child,Financial Assistance;Empowerment;Social Welfare,"In 2023, Madhya Pradesh State Government started ""Chief Minister Ladli Behna Yojana"" for women empowerment",,1.0,"Chief Minister Ladli Behna Yojana. In 2023, Madhya Pradesh State Government started ""Chief Minister Ladli Behna Yojana"" for women empowerment Category: Social welfare & Empowerment, Women and Child. Tags: Financial Assistance, Empowerment, Social Welfare."
akmeds,Asangathit Karmakaar Mrtyu Evan Divyaang Sahaayata Yojana,AKMEDS,State,Individual,Not specified (state scheme),Chhattisgarh,Health & Wellness;Social welfare & Empowerment,Financial Assistance;Family Benefits;Empowerment,"Chhattisgarh State Government started a scheme ""Asangathit Karmakaar Mrtyu Evan Divyaang Sahaayata Yojana "" for unorganized worker on 09 December 2019.",,1.0,"Asangathit Karmakaar Mrtyu Evan Divyaang Sahaayata Yojana. Chhattisgarh State Government started a scheme ""Asangathit Karmakaar Mrtyu Evan Divyaang Sahaayata Yojana "" for unorganized worker on 09 December 2019. Category: Health & Wellness, Social welfare & Empowerment. Tags: Financial Assistance, Family Benefits, Empowerment."
atpm,Assistance to Traditional Pottery Makers,ATPM,State,Individual,Not specified (state scheme),Kerala,Skills & Employment;Business & Entrepreneurship,Financial Assistance;Pottery;OBC;Pottery Worker,The scheme “Assistance to Traditional Pottery Makers” provides financial assistance to Traditional Pottery makers belonging to the state OBC category for the purchase of modern machinery for job modernization.,,1.0,"Assistance to Traditional Pottery Makers. The scheme “Assistance to Traditional Pottery Makers” provides financial assistance to Traditional Pottery makers belonging to the state OBC category for the purchase of modern machinery for job modernization. Category: Skills & Employment, Business & Entrepreneurship. Tags: Financial Assistance, Pottery, OBC, Pottery Worker."
tkgthe,Tool Kit Grant for Traditional Handicrafts Experts,TKGTHE,State,Individual,Not specified (state scheme),Kerala,Skills & Employment,Tool Kit;Grant;Handicrafts;Self-employment;Training;Stipend;OBC;Craftsman,The “Tool Kit Grant for Traditional Handicrafts Experts” scheme is launched for the purpose for improving the productivity and competitiveness of the traditional OBC craftsmen ensuring quality goods for enhanced income and thereby qualitative improvement in their living conditions.,,1.0,"Tool Kit Grant for Traditional Handicrafts Experts. The “Tool Kit Grant for Traditional Handicrafts Experts” scheme is launched for the purpose for improving the productivity and competitiveness of the traditional OBC craftsmen ensuring quality goods for enhanced income and thereby qualitative improvement in their living conditions. Category: Skills & Employment. Tags: Tool Kit, Grant, Handicrafts, Self-employment, Training, Stipend, OBC, Craftsman."
